"geneNames","logpPred","t0LUADoverLUSC","mStop","deviance","aic"
"SNX14",-22.3,1.29,34,617,799
"FLVCR2",-22.3,1.76,36,725,910
"NUMB",-22.3,1.24,41,592,788
"IL1F5",-22.2,0.211,32,726,901
"RIN1",-22.2,0.549,45,597,804
"MANBAL",-22.2,0.78,39,607,799
"MATN2",-22.2,0.464,37,845,1030
"STAP2",-22.2,0.656,37,545,735
"NUDT12",-22.2,1.44,42,632,833
"DZIP1",-22.2,0.561,36,1040,1230
"WNT3A",-22.2,0.357,40,779,970
"LOC151534",-22.2,1.57,43,684,883
"KLHL30",-22.2,2.92,40,877,1070
"ZBTB10",-22.1,1.6,44,618,821
"TYMS",-22.1,0.59,31,707,881
"C1orf198",-22.1,1.49,38,697,886
"SERPINI1",-22.1,0.427,38,536,728
"SHMT2",-22.1,0.653,38,823,1010
"ACPP",-22.1,0.59,37,499,689
"KIAA0649",-22.1,1.4,38,601,792
"EFNA5",-22.1,2.28,38,1390,1580
"ACY3",-22.1,3.19,35,981,1160
"LOC728758",-22.1,1.41,38,666,857
"C1QL3",-22.1,1.98,37,676,864
"DNAL1",-22.1,1.36,41,622,824
"CTSZ",-22.1,1.41,43,664,865
"XPNPEP3",-22,0.696,37,936,1130
"CENPJ",-22,0.674,29,672,838
"LOC338758",-22,0.582,38,546,740
"ASAP1",-22,0.743,35,640,824
"FBF1",-22,0.643,45,595,800
"RICH2",-22,2.05,35,712,895
"RALGAPA1",-22,1.51,39,583,777
"PSMF1",-22,0.818,38,673,865
"TCF3",-22,0.721,36,596,784
"FNDC8",-22,0.61,41,617,818
"PEX26",-22,0.784,35,570,756
"PSMB7",-22,0.756,34,672,854
"STAM2",-22,1.21,34,590,773
"GINS4",-22,0.499,39,857,1050
"WHSC1L1",-22,0.534,39,907,1100
"SHC2",-22,1.8,35,617,804
"APOO",-22,0.681,42,708,908
"APLF",-22,0.703,34,532,716
"AP4E1",-21.9,0.801,43,660,863
"SMCR7",-21.9,1.33,40,628,824
"NUDT2",-21.9,0.614,42,750,950
"NAP1L4",-21.9,0.822,43,573,776
"SCEL",-21.9,2.33,41,688,885
"EDARADD",-21.9,0.429,35,701,885
"OTUB1",-21.9,0.804,40,696,893
"RASA4P",-21.9,1.49,37,737,928
"ZNF519",-21.9,0.636,38,650,842
"HMGB3",-21.9,2.24,38,658,852
"LPHN1",-21.9,0.652,36,632,820
"RASSF1",-21.9,1.32,39,660,855
"MOAP1",-21.8,1.35,33,604,783
"EVI5",-21.8,1.28,37,599,790
"TSPAN33",-21.8,0.554,38,569,764
"CASP8",-21.8,1.32,44,798,1000
"PPP4R4",-21.8,0.356,38,782,973
"MMP12",-21.8,0.381,41,682,880
"PLIN5",-21.8,2.2,37,593,784
"RAD51C",-21.8,0.76,39,579,774
"GYG2",-21.8,1.83,38,581,774
"LOC388692",-21.8,1.64,39,819,1010
"TMEM173",-21.8,1.49,40,586,783
"TMEM38B",-21.8,0.603,34,657,840
"PGAP2",-21.8,0.778,34,580,764
"CCDC30",-21.8,1.78,39,630,823
"WDR6",-21.8,1.28,37,579,770
"STIL",-21.8,0.637,31,686,860
"SFRS7",-21.8,0.819,38,641,833
"PYCR2",-21.8,0.754,42,585,787
"ETV3",-21.8,0.712,39,604,799
"SLC39A1",-21.8,1.25,43,577,781
"ALDH16A1",-21.8,0.729,41,650,850
"PUM2",-21.8,0.845,39,555,751
"C3orf63",-21.7,1.2,42,614,815
"MOCS3",-21.7,0.774,34,596,778
"C1orf124",-21.7,0.794,42,575,778
"SEMA4B",-21.7,0.567,35,669,855
"TSC2",-21.7,1.29,41,608,809
"MCM6",-21.7,0.693,41,654,851
"STK38L",-21.7,0.652,37,758,948
"MARK4",-21.7,0.761,35,678,863
"SORD",-21.7,0.606,39,618,814
"WDR3",-21.7,0.738,37,571,762
"KIAA0495",-21.7,1.38,32,614,791
"FIGNL1",-21.7,0.659,38,684,878
"DYNC1LI2",-21.7,1.23,38,644,834
"EFNA3",-21.7,0.511,39,631,826
"TSHZ3",-21.7,0.593,32,575,754
"PL-5283",-21.7,0.728,31,640,815
"AKR7A3",-21.6,6.67,44,821,1030
"UBE4A",-21.6,1.22,48,583,796
"ABHD10",-21.6,0.758,39,583,779
"SMU1",-21.6,0.783,41,520,723
"TTC4",-21.6,0.813,43,650,853
"ASB14",-21.6,1.49,30,637,808
"NSUN3",-21.6,0.696,39,569,765
"SVIL",-21.6,0.726,40,602,800
"CA12",-21.6,0.359,36,781,968
"LIG3",-21.6,0.731,42,600,803
"MKI67",-21.6,0.595,40,668,865
"TXNRD3IT1",-21.5,0.734,37,501,696
"GTF2H1",-21.5,0.808,42,596,799
"SNRPN",-21.5,1.53,35,806,993
"GPR160",-21.5,1.95,41,908,1100
"TMPRSS4",-21.5,0.483,34,629,813
"KPTN",-21.5,0.688,37,643,835
"SYT12",-21.5,3.8,35,521,709
"C9orf140",-21.5,0.539,33,560,741
"SLC27A1",-21.5,1.42,38,605,799
"GDA",-21.5,0.207,38,1030,1220
"C15orf44",-21.5,0.818,41,663,862
"DISP1",-21.5,1.78,35,785,967
"CCL26",-21.5,0.236,42,1200,1400
"TSEN15",-21.5,0.717,37,604,793
"IDH3A",-21.5,0.767,39,626,819
"EIF4EBP1",-21.5,0.41,44,1120,1330
"DNAJC22",-21.5,2.76,33,642,822
"GOLGA7B",-21.5,2.43,35,720,905
"AGA",-21.5,1.51,38,621,815
"POLE",-21.4,0.691,42,609,812
"C12orf49",-21.4,1.47,36,663,852
"OCIAD1",-21.4,1.28,34,644,829
"DNAJC4",-21.4,1.3,38,642,837
"HDDC2",-21.4,0.695,34,658,839
"C19orf29",-21.4,0.797,33,539,722
"TOR3A",-21.4,0.738,39,581,779
"MOBKL2C",-21.4,0.765,39,554,751
"LTBP3",-21.4,1.43,36,594,783
"VWA5A",-21.4,1.55,39,682,878
"COPB2",-21.4,0.778,40,549,747
"HRNR",-21.4,0.35,40,810,1010
"TGOLN2",-21.4,1.28,42,583,788
"AFF1",-21.4,1.32,37,645,836
"AGBL5",-21.3,0.731,39,588,786
"FAM126B",-21.3,1.3,34,694,876
"SLC29A1",-21.3,1.4,41,675,876
"ZNF318",-21.3,0.731,36,576,765
"EYA2",-21.3,0.375,39,802,995
"ALOX12P2",-21.3,0.433,34,684,868
"NEK2",-21.3,0.602,39,649,845
"GJB7",-21.3,0.403,36,728,914
"BRI3",-21.3,1.39,36,591,781
"ZWINT",-21.3,0.635,41,688,889
"FANCC",-21.3,0.718,35,676,864
"NHP2L1",-21.2,0.792,42,635,838
"CANT1",-21.2,1.31,41,586,787
"USP25",-21.2,1.32,37,653,846
"SLC35C1",-21.2,1.51,38,916,1110
"NGRN",-21.2,0.786,36,585,776
"PTPN2",-21.2,0.799,37,595,787
"FXN",-21.2,0.783,39,553,752
"SRPK3",-21.2,2.61,38,560,758
"UBE2O",-21.2,0.769,33,559,743
"TPRKB",-21.2,0.726,35,675,862
"PGBD5",-21.2,0.388,39,626,823
"SLC41A3",-21.2,0.794,36,587,777
"RNF125",-21.2,1.58,35,692,878
"KCNH1",-21.2,0.168,43,1420,1620
"ZNF90",-21.1,1.78,39,722,920
"TPK1",-21.1,1.61,33,553,736
"PPM1G",-21.1,0.793,39,618,814
"C15orf40",-21.1,0.779,30,613,785
"HCG18",-21.1,1.25,37,593,785
"ATP5G3",-21.1,0.711,35,676,863
"LRG1",-21.1,1.89,37,675,866
"GTF2H2C",-21.1,1.39,40,565,767
"PPM1J",-21.1,0.53,35,795,982
"ARMC6",-21.1,0.761,43,692,898
"C16orf62",-21.1,1.26,34,582,767
"HLA-DRB6",-21,1.99,30,596,770
"C8orf41",-21,0.757,35,560,750
"LEPROTL1",-21,1.28,34,606,792
"CCDC92",-21,1.32,39,633,831
"CLIP4",-21,0.7,34,536,722
"TCF7L2",-21,1.33,47,644,858
"BMF",-21,1.74,35,933,1120
"G6PC3",-21,1.28,33,560,744
"BOP1",-21,0.59,36,655,845
"FAM65C",-21,0.46,37,549,743
"EPHA7",-21,0.189,43,878,1090
"ZNF462",-21,0.662,41,571,776
"WNT10B",-21,0.3,38,594,792
"TTPAL",-21,0.746,41,579,782
"HERC2",-20.9,0.747,37,593,788
"TLE3",-20.9,0.796,42,605,810
"HOXA7",-20.9,0.417,45,691,903
"CNTLN",-20.9,0.636,38,645,841
"GALC",-20.9,1.4,39,662,860
"IL6ST",-20.9,1.74,40,704,903
"FBXL4",-20.9,0.809,39,582,780
"TLR2",-20.9,1.64,38,585,780
"ADNP2",-20.9,0.787,41,643,847
"CCDC138",-20.9,0.598,40,871,1070
"XKR6",-20.9,0.522,41,701,906
"TMEM19",-20.9,0.669,40,972,1170
"EXOC8",-20.9,1.23,38,622,819
"HMGCR",-20.9,0.748,41,615,818
"HLA-DQB1",-20.8,2.07,35,711,897
"MBD1",-20.8,0.804,40,632,834
"RPN1",-20.8,0.791,40,593,793
"ROR2",-20.8,0.54,40,608,811
"HEXB",-20.8,1.32,42,658,864
"CANX",-20.8,1.28,43,660,864
"RECQL4",-20.8,0.587,42,628,832
"FOXK1",-20.8,0.686,41,649,854
"HNRNPA3",-20.8,0.816,43,654,862
"SEC16A",-20.8,1.29,44,687,895
"HLA-J",-20.8,1.94,42,638,845
"LRPAP1",-20.8,1.33,41,596,798
"SCCPDH",-20.8,1.52,41,913,1110
"TLE4",-20.8,0.688,36,646,838
"SRRT",-20.8,0.795,40,642,845
"RGL2",-20.8,1.35,38,597,795
"SNTB2",-20.8,0.781,38,639,837
"GYG1",-20.8,0.706,42,644,851
"TMED4",-20.8,1.25,32,586,767
"SSBP2",-20.7,0.675,40,560,764
"PSMC2",-20.7,0.752,42,803,1010
"RGPD4",-20.7,1.25,38,610,807
"VAV3",-20.7,0.445,39,743,941
"UBE2E3",-20.7,0.742,40,769,968
"C4orf33",-20.7,1.5,43,741,946
"LOC153684",-20.7,1.65,40,708,908
"PPFIBP1",-20.7,0.645,40,927,1120
"MYO19",-20.7,0.712,39,609,808
"RAD51L3",-20.7,0.767,41,591,799
"CTU1",-20.7,0.711,42,642,848
"PWWP2B",-20.7,1.41,41,720,923
"CBX2",-20.7,0.474,41,678,882
"AKAP8",-20.7,0.829,33,588,773
"ZMAT3",-20.7,0.679,44,665,874
"MEGF10",-20.7,0.207,40,652,855
"RRP7B",-20.7,0.668,37,631,825
"MDFIC",-20.6,1.54,43,888,1100
"M6PR",-20.6,0.787,39,749,948
"SNRPF",-20.6,0.716,40,686,885
"SNHG1",-20.6,0.59,38,980,1180
"GBP3",-20.6,1.69,44,602,813
"API5",-20.6,0.821,40,572,776
"GXYLT1",-20.6,1.31,34,692,877
"TMEM109",-20.6,0.802,35,587,778
"IL17RE",-20.6,1.85,41,965,1170
"APEH",-20.5,1.22,39,619,818
"YARS2",-20.5,0.72,43,813,1020
"MAGI1",-20.5,1.64,37,765,959
"C19orf47",-20.5,0.663,39,678,877
"C9orf78",-20.5,0.831,34,522,710
"LOC100009676",-20.5,0.738,41,599,806
"C15orf56",-20.5,1.58,44,636,847
"TRIM45",-20.5,0.603,38,582,782
"STRN4",-20.5,0.798,39,587,787
"FOXK2",-20.5,0.779,34,550,739
"ANKRD28",-20.5,1.36,41,1030,1230
"BRCA2",-20.5,0.645,43,684,894
"LOC100133161",-20.4,0.59,40,618,820
"MFSD10",-20.4,1.42,36,708,900
"CCNT1",-20.4,0.721,41,586,793
"USP7",-20.4,0.824,44,616,828
"SPTLC3",-20.4,1.92,40,661,863
"FLJ35390",-20.4,1.6,44,894,1100
"METAP2",-20.4,0.831,38,622,819
"NOL8",-20.4,0.805,40,670,874
"PSPH",-20.4,0.469,40,705,908
"FAM23A",-20.4,2.12,39,659,858
"DDX21",-20.4,0.729,43,633,842
"AMD1",-20.4,0.778,40,727,929
"SLC25A1",-20.4,0.722,40,592,794
"MRPL37",-20.4,0.763,40,758,962
"ZNF43",-20.3,1.72,43,770,979
"WDR54",-20.3,0.657,44,681,893
"CYFIP1",-20.3,0.815,39,648,848
"UBE3A",-20.3,0.825,43,630,840
"JAKMIP2",-20.3,0.284,44,465,679
"PTP4A1",-20.3,1.56,40,811,1010
"LATS1",-20.3,0.772,39,635,833
"SLC25A5",-20.3,0.691,30,737,911
"C7orf41",-20.3,1.67,39,695,895
"BBS9",-20.3,1.3,45,589,801
"CDYL",-20.3,0.79,37,586,783
"ADRM1",-20.3,0.781,41,703,909
"IP6K1",-20.3,1.18,39,623,825
"ACCS",-20.3,1.61,40,596,802
"PIGS",-20.3,0.789,40,626,829
"ZNF486",-20.2,3.5,39,1090,1280
"LTBP1",-20.2,0.582,42,556,766
"TMEM59L",-20.2,8.87,46,1110,1320
"C21orf2",-20.2,1.37,37,636,833
"COG2",-20.2,1.24,38,578,777
"TCFL5",-20.2,0.732,40,747,949
"RGS17",-20.2,3.23,40,981,1180
"ESR1",-20.2,2.93,43,726,934
"ITGA3",-20.2,1.84,38,813,1010
"RPAP2",-20.2,0.759,37,739,934
"NPR2",-20.2,0.547,36,473,670
"CRIPAK",-20.2,1.69,43,624,834
"STON1",-20.2,0.621,44,616,830
"TCF19",-20.2,0.64,41,899,1100
"NUP188",-20.1,0.776,46,678,892
"EPB41L4A",-20.1,1.49,41,613,820
"SLC25A37",-20.1,1.57,39,633,836
"C5orf43",-20.1,1.26,38,698,897
"OTUD6B",-20.1,0.734,47,692,909
"PLD5",-20.1,4.15,43,644,855
"PTPRU",-20.1,1.68,42,663,872
"MLLT6",-20.1,1.37,39,731,932
"NSA2",-20.1,1.32,33,601,789
"ITPRIPL1",-20.1,0.533,41,597,805
"TBRG4",-20.1,0.737,47,656,875
"STK32C",-20.1,1.57,42,757,963
"UBQLN1",-20,0.833,35,586,778
"ITPR3",-20,1.43,41,576,784
"SCARF1",-20,1.78,34,692,877
"MARCH7",-20,0.831,43,584,795
"UBE3C",-20,0.807,37,605,803
"SLC16A5",-20,1.64,38,606,805
"PORCN",-20,0.641,43,653,864
"PFKFB2",-20,1.47,42,608,818
"PTP4A3",-20,1.63,42,559,768
"DPYSL4",-20,0.269,42,1150,1350
"SMNDC1",-20,0.824,34,605,794
"ADD3",-20,0.691,44,721,935
"POLR1D",-20,0.727,41,962,1170
"ARF1",-20,1.2,37,602,801
"HEATR5A",-20,1.41,44,758,969
"HSD17B10",-20,0.762,37,646,844
"ZSWIM3",-19.9,1.3,40,595,801
"TMEM170B",-19.9,1.51,39,637,840
"ASPHD1",-19.9,2.54,47,596,819
"BAZ2B",-19.9,1.29,42,623,833
"SPCS3",-19.9,1.26,37,641,840
"CDK8",-19.9,0.703,41,942,1150
"SLC30A5",-19.9,1.22,43,678,889
"COX4NB",-19.9,0.794,38,616,817
"SCARB2",-19.9,1.27,41,681,889
"UBE2Z",-19.9,0.836,37,624,822
"SMG7",-19.9,0.804,47,583,805
"FLJ39653",-19.9,1.52,39,707,909
"KIAA1598",-19.9,1.37,36,590,786
"HOOK3",-19.9,1.44,44,859,1070
"ZNF532",-19.9,0.74,43,566,783
"POLD1",-19.9,0.731,39,578,783
"ANKRD16",-19.9,0.754,43,589,803
"TNFAIP6",-19.9,0.517,37,656,855
"GBA",-19.8,1.28,41,602,812
"RASSF3",-19.8,1.6,40,702,906
"UFM1",-19.8,1.22,44,695,911
"C16orf93",-19.8,1.7,45,684,900
"MSRA",-19.8,1.67,46,1250,1470
"HEATR1",-19.8,0.76,42,654,864
"FTHL3",-19.8,1.49,44,726,941
"SEZ6L2",-19.8,1.83,37,635,835
"HNRNPR",-19.8,0.84,44,614,828
"CYP21A2",-19.8,3.16,46,808,1020
"ANKRD42",-19.8,1.3,42,687,896
"LDB1",-19.8,0.783,38,596,797
"TPM4",-19.8,0.756,42,666,877
"CD97",-19.8,1.74,40,820,1020
"SDC4",-19.8,1.61,49,828,1050
"CTNND1",-19.8,0.796,46,615,833
"CTPS",-19.8,0.63,38,1270,1460
"SLC38A5",-19.7,0.473,35,565,759
"ZNF77",-19.7,0.704,43,794,1010
"C9orf114",-19.7,0.804,46,603,823
"RNPEP",-19.7,1.25,45,543,761
"DDN",-19.7,0.396,33,714,900
"PDPK1",-19.7,1.25,38,595,799
"NTF3",-19.7,0.332,40,731,939
"GPR132",-19.7,1.63,42,711,923
"FAM190B",-19.7,1.29,43,584,798
"LYPLA2",-19.7,1.32,48,661,883
"NOB1",-19.7,0.777,37,615,812
"PPP5C",-19.7,0.811,42,636,847
"HS3ST3A1",-19.7,0.384,37,1130,1320
"PPP1CC",-19.7,0.806,42,626,839
"YIPF5",-19.7,1.23,40,711,918
"CBWD2",-19.7,0.79,38,570,772
"GTF2F1",-19.7,0.833,45,548,765
"RBM17",-19.6,0.823,39,591,794
"ARHGEF10L",-19.6,1.39,41,665,874
"MIF",-19.6,0.631,42,639,852
"GABRA3",-19.6,0.278,37,1380,1570
"NLRP12",-19.6,3.07,45,1010,1220
"RAB40C",-19.6,1.38,39,654,857
"ZBTB39",-19.6,0.743,39,658,864
"AMT",-19.6,1.79,38,642,844
"DOT1L",-19.6,0.73,40,663,870
"PLA2G4A",-19.6,2.69,40,686,893
"DIAPH1",-19.5,1.24,44,724,937
"WNT11",-19.5,0.234,49,726,955
"PSMA4",-19.5,0.768,42,652,865
"FAM174A",-19.5,1.31,39,622,825
"GPSM3",-19.5,1.57,42,818,1030
"CLTC",-19.5,1.21,44,597,812
"SECISBP2",-19.5,1.23,40,693,901
"TMEM176B",-19.5,1.65,37,553,756
"ZNF324",-19.5,0.789,44,577,796
"C14orf101",-19.5,0.731,39,636,842
"SCGB3A1",-19.4,9.05,37,683,882
"IRAK4",-19.4,0.775,43,593,808
"SESTD1",-19.4,1.4,43,647,863
"ZNF678",-19.4,1.37,45,643,863
"ARHGEF12",-19.4,1.27,36,637,834
"OPRL1",-19.4,1.55,46,724,945
"CHIC2",-19.4,0.658,43,727,941
"CNPY2",-19.4,1.32,36,592,790
"PMVK",-19.4,1.31,47,750,976
"MITF",-19.4,1.57,37,650,849
"CDKN3",-19.4,0.554,37,803,1000
"UBE2D4",-19.4,1.28,40,643,851
"GRPEL2",-19.4,0.775,45,627,844
"PTPRD",-19.4,0.364,34,420,616
"MBD4",-19.4,0.804,41,707,916
"C1orf25",-19.4,1.23,43,705,920
"C4orf29",-19.4,1.26,40,602,811
"SGMS2",-19.4,2.28,42,1220,1420
"MRPL36",-19.3,0.659,46,845,1060
"TMEM130",-19.3,3.35,43,894,1110
"ASB9",-19.3,1.91,35,690,884
"IFI27L2",-19.3,0.642,40,728,936
"SLC38A9",-19.3,1.36,39,726,930
"GPC4",-19.3,1.62,33,587,775
"GTF2A1",-19.3,0.739,36,594,793
"ZNF615",-19.3,1.43,39,575,782
"TUBGCP5",-19.3,0.763,42,734,948
"ZNF239",-19.3,1.63,38,668,870
"MSRB2",-19.3,1.33,43,678,892
"C8orf42",-19.3,1.52,43,671,884
"ZNF844",-19.3,1.5,39,614,820
"EDA2R",-19.3,2.05,40,590,799
"ZNF133",-19.3,0.76,42,685,899
"ALG10",-19.3,0.673,42,1000,1210
"PRAME",-19.3,0.33,42,875,1080
"ATG5",-19.3,0.767,44,656,872
"BTBD1",-19.3,0.846,47,642,868
"NUAK1",-19.2,0.584,42,639,853
"MESP1",-19.2,2.32,48,854,1080
"ATP13A4",-19.2,2.24,38,636,837
"NIP7",-19.2,0.746,45,698,916
"GABARAP",-19.2,1.26,48,641,866
"MAPKAP1",-19.2,0.839,41,678,889
"PHB2",-19.2,0.709,43,877,1090
"RPS6KA1",-19.2,1.29,39,564,772
"POLR2A",-19.2,0.775,41,609,820
"COIL",-19.2,0.808,39,607,813
"PELI3",-19.2,0.758,45,603,824
"PLD4",-19.2,2,47,655,880
"B3GNT1",-19.2,1.35,37,654,853
"LEO1",-19.2,0.806,50,656,886
"OR2A7",-19.1,0.654,39,490,699
"DCP1A",-19.1,1.21,43,623,841
"MYBBP1A",-19.1,0.729,47,666,889
"GTF3C2",-19.1,0.831,42,631,845
"TAF1A",-19.1,0.745,42,619,832
"ABR",-19.1,1.35,45,702,921
"METRN",-19.1,1.74,41,639,852
"SPRY1",-19.1,1.52,39,719,924
"ZNF584",-19.1,0.792,39,607,814
"WDR41",-19.1,0.793,49,665,891
"GADD45G",-19.1,2.35,44,1120,1330
"TIAF1",-19.1,1.44,46,644,865
"C1orf88",-19.1,2.74,41,833,1040
"SETD7",-19.1,1.3,38,665,868
"YDJC",-19.1,0.644,35,713,908
"IL6R",-19.1,1.6,36,619,818
"LAMB2",-19.1,1.46,40,707,913
"YIPF1",-19.1,1.25,42,642,857
"PSMC4",-19.1,0.678,47,903,1130
"PPP3CA",-19,1.27,45,623,846
"ERP27",-19,2.18,45,973,1190
"CPSF7",-19,0.845,40,595,806
"RPP25",-19,0.641,40,699,907
"A2ML1",-19,0.0614,48,2370,2570
"C17orf96",-19,0.594,47,618,844
"SLC4A1AP",-19,0.838,36,650,847
"ALOX15B",-19,2.9,39,921,1130
"CISD3",-19,1.32,42,730,944
"TRIM39",-19,1.2,36,567,767
"GNG5",-19,1.26,36,624,823
"TMEM167A",-19,1.26,47,757,982
"FLJ43663",-19,1.61,44,733,948
"SHC3",-19,1.96,42,583,801
"STARD3NL",-19,1.43,47,790,1010
"NFATC4",-19,1.56,41,629,840
"CAMK2D",-19,1.36,41,661,874
"ZFP91",-19,0.847,43,595,814
"PHYHD1",-19,2.01,44,682,900
"TUG1",-19,0.787,43,564,783
"PSMD10",-19,0.7,44,739,955
"PTGER2",-19,2.06,45,780,998
"OSBPL5",-18.9,1.51,38,684,889
"TAF2",-18.9,0.781,39,669,875
"PRRT1",-18.9,0.509,43,812,1030
"SIRT3",-18.9,1.21,42,675,888
"GALNT7",-18.9,1.47,40,631,842
"PDE9A",-18.9,1.57,39,668,875
"STK17B",-18.9,1.4,40,682,892
"NR3C1",-18.9,1.33,48,675,901
"SFRS3",-18.9,0.819,42,825,1040
"HECW2",-18.9,1.79,36,832,1030
"RPL36A",-18.9,0.631,32,564,751
"UTP14C",-18.9,1.23,40,591,801
"NR2F1",-18.9,1.73,48,735,961
"LOH12CR1",-18.9,0.694,39,951,1150
"HOMER2",-18.9,0.59,38,652,858
"FKBP9",-18.9,0.684,41,621,835
"CDK6",-18.8,0.399,40,1950,2150
"CBWD6",-18.8,0.645,46,554,780
"TFF3",-18.8,6.09,42,798,1010
"PSMD12",-18.8,0.789,39,623,831
"ACADM",-18.8,1.32,46,727,951
"CLDN9",-18.8,4.09,42,1100,1310
"ARHGAP29",-18.8,1.81,43,806,1020
"TOR1AIP1",-18.8,1.21,36,689,889
"MPHOSPH9",-18.8,0.712,38,723,927
"GBAP1",-18.8,1.31,42,637,852
"HECTD3",-18.8,1.23,44,681,899
"PAMR1",-18.8,0.452,38,529,737
"PRKAG2",-18.8,1.3,41,679,891
"SFRS12IP1",-18.8,1.3,46,697,921
"BOC",-18.8,0.463,45,699,923
"DGKE",-18.8,0.725,48,689,918
"TSPAN11",-18.8,2.72,47,522,751
"RABEPK",-18.7,0.773,45,658,880
"MBD3",-18.7,0.785,42,586,803
"CATSPER1",-18.7,3.57,46,1120,1340
"GPR81",-18.7,2.85,43,614,830
"ESRP2",-18.7,1.36,41,625,840
"VANGL1",-18.7,0.756,44,643,865
"SGOL2",-18.7,0.645,40,746,957
"KNTC1",-18.7,0.666,43,740,956
"GNAQ",-18.7,1.39,40,687,895
"IL1A",-18.7,0.147,47,1650,1870
"MKI67IP",-18.7,0.741,42,828,1040
"FCGBP",-18.7,2.89,43,724,940
"EDEM1",-18.7,1.38,50,708,941
"MYO18A",-18.7,1.34,45,615,837
"ZNF204P",-18.7,1.58,44,605,827
"PITPNM1",-18.7,1.39,50,697,931
"RPL22L1",-18.7,0.558,46,736,962
"KIAA0101",-18.7,0.588,46,728,952
"ATP10D",-18.7,0.709,40,606,819
"C11orf49",-18.7,1.33,46,724,949
"ZFYVE9",-18.6,0.717,46,763,986
"MAL2",-18.6,1.5,44,654,875
"XPO6",-18.6,0.805,38,615,821
"COBLL1",-18.6,0.674,37,678,881
"WWP2",-18.6,1.28,45,716,938
"MMAA",-18.6,1.24,36,586,788
"LPGAT1",-18.6,1.34,42,568,786
"RNF180",-18.6,1.73,47,635,864
"TMEM98",-18.6,1.51,48,672,900
"CACNA2D1",-18.6,0.302,44,1420,1630
"XRN2",-18.6,0.816,46,642,866
"TM7SF2",-18.6,1.5,48,645,873
"C12orf72",-18.6,1.37,46,858,1080
"C20orf94",-18.6,0.689,42,607,824
"ZBED4",-18.5,0.785,40,643,855
"FBXL12",-18.5,0.837,44,583,807
"FANK1",-18.5,1.84,38,778,984
"TBL1X",-18.5,0.672,49,652,886
"KCTD2",-18.5,1.2,46,622,848
"MYO1G",-18.5,2.11,41,596,810
"HLA-DRB1",-18.5,1.88,41,725,937
"TMEM48",-18.5,0.67,51,932,1170
"ZNF682",-18.5,1.9,42,646,863
"RILPL1",-18.5,0.798,42,701,917
"PMS2L2",-18.5,0.712,38,650,858
"BBS1",-18.5,1.29,43,702,923
"C18orf32",-18.5,1.4,40,792,1000
"CASP8AP2",-18.5,0.766,39,616,826
"ACAA2",-18.5,1.51,45,782,1000
"S100A12",-18.5,0.142,49,1170,1400
"IDS",-18.5,1.37,49,597,831
"P2RY6",-18.5,2.09,43,662,882
"LOC653501",-18.4,0.711,48,650,881
"C16orf48",-18.4,1.42,41,656,871
"CCNK",-18.4,0.815,44,657,880
"SKAP2",-18.4,1.34,43,634,853
"DHRS7B",-18.3,1.34,39,675,886
"CAMSAP1L1",-18.3,0.796,37,600,805
"DPF2",-18.3,0.853,42,599,818
"PTPRN2",-18.3,2.82,48,1030,1260
"SUV39H2",-18.3,0.71,49,701,934
"IARS",-18.3,0.779,45,611,839
"BRCA1",-18.3,0.651,48,704,935
"NPRL2",-18.3,1.26,47,777,1000
"UPRT",-18.3,1.26,42,665,883
"CCDC134",-18.3,0.756,37,606,813
"RFK",-18.3,1.61,48,1000,1230
"DPYSL2",-18.3,1.79,43,816,1030
"TCTN3",-18.3,1.21,42,669,888
"ADH5",-18.3,0.748,42,616,837
"TCF4",-18.3,0.643,41,868,1080
"UBOX5",-18.3,0.79,44,683,906
"LOC440354",-18.3,0.718,47,787,1020
"S100P",-18.2,4.76,45,827,1050
"PKP4",-18.2,0.787,41,626,844
"GABPB2",-18.2,0.723,42,647,867
"C17orf62",-18.2,1.25,44,648,871
"SLC43A2",-18.2,1.41,49,796,1030
"UCHL3",-18.2,0.729,43,649,869
"CMTM3",-18.2,1.43,46,627,855
"DNAJC1",-18.2,1.3,44,687,911
"WDR76",-18.2,0.639,43,636,858
"TMEM129",-18.2,1.34,44,943,1160
"RPL7",-18.2,0.708,44,853,1080
"BAT5",-18.2,1.21,45,671,899
"ARMCX3",-18.2,1.24,46,650,880
"CSTF2",-18.2,0.753,37,597,804
"FBXO43",-18.2,0.47,45,1010,1230
"CTDSP1",-18.2,1.2,41,596,813
"BLOC1S3",-18.1,0.791,46,723,952
"SP100",-18.1,1.27,45,689,915
"APOL6",-18.1,1.39,49,640,876
"TCF25",-18.1,1.23,50,649,886
"RAPGEF6",-18.1,1.38,41,616,833
